course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,profit,published_date,published_time,year,month,day,Clean_title
508796,Accounting for School Students,https://www.udemy.com/cash-books-in-accountancy/,True,30,1311,2,12,All Levels,1.5 hours,2015-05-22T23:32:56Z,Business Finance,39330,2015-05-22,23:32:56Z,2015,5,22,Accounting School Students
739910,Learn To Trade The Forex Naked Price Action Acapulco Trade,https://www.udemy.com/forex-naked-price-action-acapulco-trade/,True,70,288,9,13,Intermediate Level,1 hour,2016-01-25T18:11:00Z,Business Finance,20160,2016-01-25,18:11:00Z,2016,1,25,Learn Trade Forex Naked Price Action Acapulco Trade
725872,Certificate in MYOB AccountRight Premier 2017 Course,https://www.udemy.com/certificate-in-myob-accountright-premier-2016-valued-1250/,True,200,97,18,29,All Levels,3 hours,2016-03-10T23:45:35Z,Business Finance,19400,2016-03-10,23:45:35Z,2016,3,10,Certificate MYOB AccountRight Premier 2017 Course
894336,Master The Psychology of Forex & Binary Options Trading,https://www.udemy.com/master-the-psychology-of-forex-binary-options-trading/,True,20,53,16,7,Intermediate Level,1 hour,2016-07-04T18:47:36Z,Business Finance,1060,2016-07-04,18:47:36Z,2016,7,4,Master Psychology Forex  Binary Options Trading
334820,Learn to Pick the Right Stock Broker Account,https://www.udemy.com/learn-to-pick-the-right-stock-broker-account/,True,40,1102,3,14,Beginner Level,34 mins,2014-12-24T21:50:11Z,Business Finance,44080,2014-12-24,21:50:11Z,2014,12,24,Learn Pick Right Stock Broker Account
619786,Profit During Crashing Markets: A Step-by-Step Guide,https://www.udemy.com/profit-during-crashing-markets-a-step-by-step-guide/,True,195,57,11,18,All Levels,1 hour,2016-05-16T21:38:56Z,Business Finance,11115,2016-05-16,21:38:56Z,2016,5,16,Profit Crashing Markets StepbyStep Guide
179820,Introduction to Futures & Options,https://www.udemy.com/introduction-to-futures-options/,True,50,694,35,27,All Levels,4.5 hours,2014-03-11T17:06:53Z,Business Finance,34700,2014-03-11,17:06:53Z,2014,3,11,Introduction Futures  Options
322332,Learn To Invest In 7 Steps,https://www.udemy.com/learn-to-invest/,True,50,137,14,21,Beginner Level,3 hours,2015-03-29T21:12:54Z,Business Finance,6850,2015-03-29,21:12:54Z,2015,3,29,Learn Invest 7 Steps
597424,Sell like a Pro: Insider Secrets of Successful Selling!,https://www.udemy.com/sell-like-a-pro-inside-secrets-of-successful-selling-y/,True,115,12,1,25,All Levels,2.5 hours,2016-11-01T15:47:26Z,Business Finance,1380,2016-11-01,15:47:26Z,2016,11,1,Sell like Pro Insider Secrets Successful Selling
1089610,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,https://www.udemy.com/3-little-pigs-a-multiple-timeframe-forex-trading-strategy/,True,20,18,0,6,All Levels,1.5 hours,2017-02-24T16:33:34Z,Business Finance,360,2017-02-24,16:33:34Z,2017,2,24,3 Little Pigs Multiple Timeframe Forex Trading Strategy
166842,6. Annuities Due and Deferred,https://www.udemy.com/annuities-due-and-deferred/,True,20,170,0,16,All Levels,1.5 hours,2014-02-24T13:53:23Z,Business Finance,3400,2014-02-24,13:53:23Z,2014,2,24,6 Annuities Deferred
408232,CFA® Level 1 2014 – Quantitative Methods,https://www.udemy.com/cfa-level-1-2014-quantitative-methods/,True,50,119,0,27,All Levels,5 hours,2015-02-26T10:06:11Z,Business Finance,5950,2015-02-26,10:06:11Z,2015,2,26,CFA Level 1 2014  Quantitative Methods
249376,IFRIC 13-Customer Loyalty Programmes (Revenue),https://www.udemy.com/ifric-13-customer-loyalty-programmes-revenue/,False,0,2058,22,6,All Levels,36 mins,2014-07-05T19:43:15Z,Business Finance,0,2014-07-05,19:43:15Z,2014,7,5,IFRIC 13Customer Loyalty Programmes Revenue
231256,FOREX Currency Trading For Beginners,https://www.udemy.com/forex-currency-trading-for-beginners/,True,25,35,2,28,Beginner Level,4 hours,2014-06-17T22:18:21Z,Business Finance,875,2014-06-17,22:18:21Z,2014,6,17,FOREX Currency Trading Beginners
479496,Basic Technical Analysis,https://www.udemy.com/basic-technical-analysis/,True,50,40,1,27,Beginner Level,2.5 hours,2015-08-05T17:19:03Z,Business Finance,2000,2015-08-05,17:19:03Z,2015,8,5,Basic Technical Analysis
944534,Forex:Trade Management & Psychology,https://www.udemy.com/forexmoney-management-psychology/,True,150,13,0,19,Intermediate Level,2 hours,2016-09-21T19:07:06Z,Business Finance,1950,2016-09-21,19:07:06Z,2016,9,21,ForexTrade Management  Psychology
1153854,"Working Capital assessment for bankers, credit analysts",https://www.udemy.com/working-capital-assessment-for-bankers-credit-analysts/,True,20,4,0,29,Beginner Level,7 hours,2017-04-06T23:30:07Z,Business Finance,80,2017-04-06,23:30:07Z,2017,4,6,Working Capital assessment bankers credit analysts
74028,"CFA Level I Workshop 6: Alternatives, PM and Economics ",https://www.udemy.com/cfa-workshop-6/,True,20,71,1,5,All Levels,1 hour,2013-08-12T14:20:49Z,Business Finance,1420,2013-08-12,14:20:49Z,2013,8,12,CFA Level Workshop 6 Alternatives PM Economics
73962,CFA Level I Workshop 3: Financial Reporting & Analysis II,https://www.udemy.com/cfa-workshop-3/,True,20,71,1,5,All Levels,1 hour,2013-08-12T13:31:41Z,Business Finance,1420,2013-08-12,13:31:41Z,2013,8,12,CFA Level Workshop 3 Financial Reporting  Analysis II
1156530,How to trade in the Forex market,https://www.udemy.com/forex-market/,True,200,6,0,39,Intermediate Level,2.5 hours,2017-03-29T16:19:49Z,Business Finance,1200,2017-03-29,16:19:49Z,2017,3,29,trade Forex market
1097288,Bookkeeping Practicals with Software,https://www.udemy.com/bookkeeping-practical-with-software/,True,35,1,0,130,Intermediate Level,31.5 hours,2017-02-07T00:16:24Z,Business Finance,35,2017-02-07,00:16:24Z,2017,2,7,Bookkeeping Practicals Software
614668,8 Steps To Achieve Financial Freedom And Escape Debt,https://www.udemy.com/achieve-financial-freedom-and-escape-debt/,True,40,5,0,48,Beginner Level,5.5 hours,2015-11-13T17:43:47Z,Business Finance,200,2015-11-13,17:43:47Z,2015,11,13,8 Steps Achieve Financial Freedom Escape Debt
1082352,Trading Basics in 30 minutes,https://www.udemy.com/trading-basics-in-30-minutes/,True,50,1,0,6,Beginner Level,32 mins,2017-02-26T21:59:25Z,Business Finance,50,2017-02-26,21:59:25Z,2017,2,26,Trading Basics 30 minutes
625670,Technical Charting,https://www.udemy.com/technical-charting/,True,20,4,1,6,Intermediate Level,1 hour,2015-11-02T20:23:54Z,Business Finance,80,2015-11-02,20:23:54Z,2015,11,2,Technical Charting
35409,Profits Turbo,https://www.udemy.com/profits-turbo/,True,20,10,0,7,Intermediate Level,5.5 hours,2013-06-03T15:35:46Z,Business Finance,200,2013-06-03,15:35:46Z,2013,6,3,Profits Turbo
250902,Nest Egg Investing,https://www.udemy.com/nest-egg-secrets/,True,45,6,0,12,Beginner Level,2 hours,2014-06-27T15:15:12Z,Business Finance,270,2014-06-27,15:15:12Z,2014,6,27,Nest Egg Investing
1010988,Economics for beginners - Various Concepts,https://www.udemy.com/economics-forms-of-market-and-perfect-competition/,True,25,2,0,34,Beginner Level,2.5 hours,2017-01-02T14:58:36Z,Business Finance,50,2017-01-02,14:58:36Z,2017,1,2,Economics beginners  Concepts
855816,Investing in Stocks & Shares,https://www.udemy.com/making-money-from-stocks-shares/,True,20,2,0,24,Beginner Level,2 hours,2016-05-23T06:21:40Z,Business Finance,40,2016-05-23,06:21:40Z,2016,5,23,Investing Stocks  Shares
813360,Learn Financial Modeling from Scratch - Part 2,https://www.udemy.com/learn-financial-modeling-part-2/,True,50,2,1,27,All Levels,3.5 hours,2016-04-07T15:15:10Z,Business Finance,100,2016-04-07,15:15:10Z,2016,4,7,Learn Financial Modeling Scratch  2
813516,Learn Financial Modeling from Scratch - Part 3,https://www.udemy.com/learn-financial-modeling-part-3/,True,50,2,0,22,All Levels,2 hours,2016-04-07T14:59:39Z,Business Finance,100,2016-04-07,14:59:39Z,2016,4,7,Learn Financial Modeling Scratch  3
302484,A Practical Guide to Wealth Creation,https://www.udemy.com/wealth-creation/,True,35,6,0,7,All Levels,1 hour,2016-11-18T14:51:43Z,Business Finance,210,2016-11-18,14:51:43Z,2016,11,18,Practical Guide Wealth Creation
861764,"'Geometry Of Chance strategy of defeating the roulette.""",https://www.udemy.com/geometry-of-chance-strategy-of-defeating-the-roulette/,True,30,2,1,10,Intermediate Level,1.5 hours,2016-06-28T17:51:41Z,Business Finance,60,2016-06-28,17:51:41Z,2016,6,28,Geometry Chance strategy defeating roulette
765238,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,https://www.udemy.com/aprender-programar-mql4-forex/,True,170,206,39,39,All Levels,6.5 hours,2016-03-12T04:31:12Z,Business Finance,35020,2016-03-12,04:31:12Z,2016,3,12,Trading Algortmico en Forex Crea tu primer Robot de Forex
542950,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,https://www.udemy.com/mql4-bootcamp-tutorial-trading-robot-coding-in-metatrader4/,True,20,313,14,25,Beginner Level,1 hour,2015-07-05T17:54:35Z,Business Finance,6260,2015-07-05,17:54:35Z,2015,7,5,MQL4 Bootcamp Tutorial Trading Robot Coding Metatrader4
307080,Introducción a la contabilidad,https://www.udemy.com/contabilidad-en-una-hora/,True,20,193,19,14,Beginner Level,1 hour,2014-12-17T12:50:58Z,Business Finance,3860,2014-12-17,12:50:58Z,2014,12,17,Introduccin la contabilidad
469848,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,https://www.udemy.com/einnahmen-aus-udemy-kursen-als-dozent-korrekt-versteuern/,True,30,66,16,11,Beginner Level,1 hour,2015-04-09T18:14:44Z,Business Finance,1980,2015-04-09,18:14:44Z,2015,4,9,Einnahmen aus UdemyKursen als Dozent korrekt versteuern
581498,Contabilidad Gubernamental en México,https://www.udemy.com/contabilidad-gubernamental/,True,30,270,22,24,All Levels,3.5 hours,2015-08-14T19:29:24Z,Business Finance,8100,2015-08-14,19:29:24Z,2015,8,14,Contabilidad Gubernamental en Mxico
849896,株式投資に必要なスキルの学習手順を学ぶ,https://www.udemy.com/jun-sakai-trading-course1/,True,20,139,36,29,Beginner Level,2 hours,2016-06-09T15:18:03Z,Business Finance,2780,2016-06-09,15:18:03Z,2016,6,9,
1174084,Formação de preços em serviços,https://www.udemy.com/formacao-de-precos-em-servicos/,True,35,77,5,28,Intermediate Level,2 hours,2017-04-26T05:08:15Z,Business Finance,2695,2017-04-26,05:08:15Z,2017,4,26,Formao de preos em servios
801702,"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",https://www.udemy.com/optionen-kompass-ihr-navi-fur-konstanten-borsenerfolg/,True,195,225,41,33,All Levels,5 hours,2016-03-30T01:44:45Z,Business Finance,43875,2016-03-30,01:44:45Z,2016,3,30,Geld verdienen mit dem Ticken der Uhr wie Warren Buffett
786984,Торговля дельта-нейтральными стренглами,https://www.udemy.com/strangles/,True,150,23,6,25,All Levels,1.5 hours,2016-03-10T22:29:13Z,Business Finance,3450,2016-03-10,22:29:13Z,2016,3,10,  
255592,Guía práctica para comprar acciones en la Bolsa de USA,https://www.udemy.com/guia-practica-para-comprar-acciones-en-la-bolsa-de-usa/,False,0,4876,210,36,Intermediate Level,4.5 hours,2014-09-11T02:28:27Z,Business Finance,0,2014-09-11,02:28:27Z,2014,9,11,Gua prctica para comprar acciones en la Bolsa de USA
514844,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,https://www.udemy.com/curso-de-contabilidad-online-contabilidad-financiera/,True,20,244,13,21,Beginner Level,2.5 hours,2015-06-16T16:31:01Z,Business Finance,4880,2015-06-16,16:31:01Z,2015,6,16,Contabilidad Financiera Conoce el Lenguaje de los Negocios
998706,Curso de Day Trader para Iniciantes,https://www.udemy.com/aprenda-a-realizar-trades-na-bolsa-dos-eua/,False,0,1278,200,13,Beginner Level,1.5 hours,2016-11-03T13:44:03Z,Business Finance,0,2016-11-03,13:44:03Z,2016,11,3,Curso de Day Trader para Iniciantes
644020,Curso de Iniciación al Trading,https://www.udemy.com/curso-de-iniciacion-al-trading/,True,85,31,5,40,All Levels,10.5 hours,2015-11-26T05:26:14Z,Business Finance,2635,2015-11-26,05:26:14Z,2015,11,26,Curso de Iniciacin al Trading
1250742,Complete GST Course For Small and Medium Enterprises,https://www.udemy.com/complete-gst-course-for-small-and-medium-enterprises/,True,75,8,0,45,Beginner Level,6 hours,2017-06-14T16:32:26Z,Business Finance,600,2017-06-14,16:32:26Z,2017,6,14,Complete GST Course Small Medium Enterprises
54246,3 documentos clave para administrar tu empresa con éxito,https://www.udemy.com/3-documentos-clave-para-administrar-tu-empresa-con-exito/,True,45,40,6,18,Intermediate Level,1 hour,2013-05-16T10:03:47Z,Business Finance,1800,2013-05-16,10:03:47Z,2013,5,16,3 documentos clave para administrar tu empresa con xito
805630,Forex/Opciones Binarias para Principiantes,https://www.udemy.com/forexopciones-binarias-para-principiantes/,True,25,9,5,9,Beginner Level,2 hours,2016-04-01T21:22:52Z,Business Finance,225,2016-04-01,21:22:52Z,2016,4,1,ForexOpciones Binarias para Principiantes
315716,15 Mandamientos para ganar dinero en Bolsa,https://www.udemy.com/15-mandamientos-para-ganar-dinero-en-bolsa/,True,20,45,2,49,All Levels,8.5 hours,2014-10-14T17:33:27Z,Business Finance,900,2014-10-14,17:33:27Z,2014,10,14,15 Mandamientos para ganar dinero en Bolsa
1124276,Le bitcoin et la blockchain,https://www.udemy.com/le-bitcoin-et-la-blockchain/,True,80,13,3,12,All Levels,44 mins,2017-03-13T23:49:47Z,Business Finance,1040,2017-03-13,23:49:47Z,2017,3,13,Le bitcoin et la blockchain
1227792,Contabilità Generale,https://www.udemy.com/contabilita-generale/,True,200,4,1,40,All Levels,8.5 hours,2017-05-29T23:47:21Z,Business Finance,800,2017-05-29,23:47:21Z,2017,5,29,Contabilit Generale
769340,Торговля опционами: Как заработать на волатильности,https://www.udemy.com/optiontrading/,True,150,20,5,29,All Levels,2 hours,2016-02-25T19:57:33Z,Business Finance,3000,2016-02-25,19:57:33Z,2016,2,25,     
737182,Estrategias de Inversión aplicadas al mundo del trading,https://www.udemy.com/estrategias-de-inversion/,True,20,9,2,25,All Levels,3 hours,2016-05-26T21:11:53Z,Business Finance,180,2016-05-26,21:11:53Z,2016,5,26,Estrategias de Inversin aplicadas al mundo del trading
960786,バイナリーオプション取引,https://www.udemy.com/binaryoptiontrainingprogram/,True,85,29,3,24,All Levels,39 mins,2016-11-28T17:50:49Z,Business Finance,2465,2016-11-28,17:50:49Z,2016,11,28,
657050,Caza los Enormes Movimientos del Mercado,https://www.udemy.com/caza-los-enormes-movimientos-del-mercado/,True,20,6,2,13,All Levels,1.5 hours,2015-11-12T04:52:21Z,Business Finance,120,2015-11-12,04:52:21Z,2015,11,12,Caza los Enormes Movimientos del Mercado
1196700,Le basi del trading online,https://www.udemy.com/le-basi-del-trading-online/,True,45,7,1,27,Beginner Level,3.5 hours,2017-05-31T17:02:09Z,Business Finance,315,2017-05-31,17:02:09Z,2017,5,31,Le basi del trading online
1137310,自分に合った投資信託を見つけよう！,https://www.udemy.com/kabucom_toushin/,True,25,859,49,23,Beginner Level,2 hours,2017-03-31T17:41:24Z,Business Finance,21475,2017-03-31,17:41:24Z,2017,3,31,
632368,Monatlich Geld anlegen für später!,https://www.udemy.com/monatlich-geld-anlegen/,True,30,5983,135,7,Beginner Level,37 mins,2015-10-06T20:05:20Z,Business Finance,179490,2015-10-06,20:05:20Z,2015,10,6,Monatlich Geld anlegen fr spter
571730,Invierte en la Bolsa Mexicana y de USA,https://www.udemy.com/invierte-en-la-bmv/,True,200,1673,547,40,Beginner Level,5.5 hours,2015-08-10T18:43:10Z,Business Finance,334600,2015-08-10,18:43:10Z,2015,8,10,Invierte en la Bolsa Mexicana de USA
720994,Gestão Financeira Para Pequenas e Médias Empresas,https://www.udemy.com/gestao-financeira/,True,115,1284,230,45,All Levels,4.5 hours,2016-01-29T01:16:05Z,Business Finance,147660,2016-01-29,01:16:05Z,2016,1,29,Gesto Financeira Para Pequenas e Mdias Empresas
1080466,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,https://www.udemy.com/curso-bitcoin/,True,30,394,109,73,All Levels,5.5 hours,2017-02-06T13:59:35Z,Business Finance,11820,2017-02-06,13:59:35Z,2017,2,6,Curso Completo de Bitcoin  Ganhe 000005 Bitcoin
907416,Tudo sobre Investimentos em Renda Fixa,https://www.udemy.com/tudo-sobre-investimentos-em-renda-fixa/,True,45,689,145,16,All Levels,2 hours,2016-08-22T14:42:20Z,Business Finance,31005,2016-08-22,14:42:20Z,2016,8,22,Tudo sobre Investimentos em Renda Fixa
1062144,Aprende a invertir sin capital,https://www.udemy.com/aprende-a-invertir-sin-capital/,True,130,649,37,29,Beginner Level,1.5 hours,2017-05-01T21:29:37Z,Business Finance,84370,2017-05-01,21:29:37Z,2017,5,1,Aprende invertir sin capital
1097486,Apprendre à trader sur le marché du Forex - guide complet,https://www.udemy.com/apprendre-a-trader-sur-le-marche-du-forex-guide-complet/,True,140,187,47,38,Beginner Level,3 hours,2017-03-07T00:23:20Z,Business Finance,26180,2017-03-07,00:23:20Z,2017,3,7,Apprendre  trader sur le march du Forex  guide complet
396890,Introducción a las Finanzas,https://www.udemy.com/introduccion-a-las-finanzas/,True,30,1798,40,15,Beginner Level,1.5 hours,2015-01-27T20:20:34Z,Business Finance,53940,2015-01-27,20:20:34Z,2015,1,27,Introduccin las Finanzas
945194,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,https://www.udemy.com/finanzielle-unabhaengigkeit-1-erste-schritte-zur-million/,True,20,465,51,28,Beginner Level,1 hour,2016-09-12T21:20:45Z,Business Finance,9300,2016-09-12,21:20:45Z,2016,9,12,Finanzielle Unabhngigkeit1 Erste Schritte zur Million
598846,Forex para Principiantes-Ejemplos en VIVO de Trading Real,https://www.udemy.com/forex-espanol/,True,140,813,94,52,Beginner Level,5 hours,2015-10-05T16:19:45Z,Business Finance,113820,2015-10-05,16:19:45Z,2015,10,5,Forex para PrincipiantesEjemplos en VIVO de Trading Real
950750,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,https://www.udemy.com/finanzielle-unabhaengigkeit-3-millionaer-werden-mit-immobilien/,True,20,326,23,14,Expert Level,1 hour,2016-09-12T21:20:48Z,Business Finance,6520,2016-09-12,21:20:48Z,2016,9,12,Finanzielle Unabhngigkeit3 Millionr werden mit Immobilien
740764,Introduction to Health Financing,https://www.udemy.com/introduction-to-health-financing/,True,85,26,1,17,Beginner Level,2 hours,2016-05-17T19:10:41Z,Business Finance,2210,2016-05-17,19:10:41Z,2016,5,17,Introduction Health Financing
739972,Accounting Cycle: Learn the concepts in 60 minutes,https://www.udemy.com/accounting-cycle-in-60-minutes/,True,20,26,3,14,All Levels,1 hour,2016-01-26T22:07:31Z,Business Finance,520,2016-01-26,22:07:31Z,2016,1,26,Accounting Cycle Learn concepts 60 minutes
464002,Optimize! Make Best Decisions with Microsoft Excel,https://www.udemy.com/optimize/,True,20,28,3,14,Expert Level,1 hour,2015-04-01T18:09:44Z,Business Finance,560,2015-04-01,18:09:44Z,2015,4,1,Optimize Best Decisions Microsoft Excel
343818,Understanding The Stock Market: For Beginners,https://www.udemy.com/understanding-the-stock-market-a-beginners-course/,True,25,122,2,36,Beginner Level,7.5 hours,2014-11-18T18:43:41Z,Business Finance,3050,2014-11-18,18:43:41Z,2014,11,18,Understanding Stock Market Beginners
434100,CFA® Level 1 2014 – FI,https://www.udemy.com/cfa-level-1-fixed-income/,True,40,149,0,49,All Levels,4.5 hours,2015-03-08T22:31:50Z,Business Finance,5960,2015-03-08,22:31:50Z,2015,3,8,CFA Level 1 2014  FI
158140,9. Sinking Funds,https://www.udemy.com/sinking-funds/,True,20,205,1,5,All Levels,1 hour,2014-02-11T18:08:38Z,Business Finance,4100,2014-02-11,18:08:38Z,2014,2,11,9 Sinking Funds
1141708,Managerial Accounting - The Ultimate Beginner Course!,https://www.udemy.com/managerial-accounting-the-ultimate-beginner-course/,True,100,11,0,121,Beginner Level,11 hours,2017-04-13T00:20:15Z,Business Finance,1100,2017-04-13,00:20:15Z,2017,4,13,Managerial Accounting  Ultimate Beginner Course
1240408,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,https://www.udemy.com/forex-trading-for-beginners-vol-1a-forex-course-made-simple/,True,175,3,0,27,Beginner Level,1 hour,2017-07-04T22:23:09Z,Business Finance,525,2017-07-04,22:23:09Z,2017,7,4,Forex Trading Beginners Vol 1A Forex Course Simple
557208,Accounting - Basic Costing ,https://www.udemy.com/basic-costing/,True,40,108,2,37,Beginner Level,3.5 hours,2015-08-04T18:45:56Z,Business Finance,4320,2015-08-04,18:45:56Z,2015,8,4,Accounting  Basic Costing
1178150,"Double Your Salary With Free, Local, Job Training Courses",https://www.udemy.com/how-to-search-the-internet-to-get-free-training-education/,True,20,8,1,8,All Levels,1 hour,2017-04-17T16:33:31Z,Business Finance,160,2017-04-17,16:33:31Z,2017,4,17,Double Salary Free Local Job Training Courses
93850,Financial Modeling - Facebook Case Study,https://www.udemy.com/financial-modeling-facebook-case-study_in_excel/,True,25,9,3,13,All Levels,1.5 hours,2013-10-02T05:31:08Z,Business Finance,225,2013-10-02,05:31:08Z,2013,10,2,Financial Modeling  Facebook Case Study
429080,Understanding Financial Derivatives,https://www.udemy.com/understanding-financial-derivatives/,True,20,16,1,11,Intermediate Level,2 hours,2017-03-24T22:25:11Z,Business Finance,320,2017-03-24,22:25:11Z,2017,3,24,Understanding Financial Derivatives
914164,Forex Basics: Learn how to read and analyze Forex charts,https://www.udemy.com/forex-basics-c/,True,195,11,0,45,Beginner Level,4.5 hours,2016-09-22T16:40:03Z,Business Finance,2145,2016-09-22,16:40:03Z,2016,9,22,Forex Basics Learn read analyze Forex charts
876898,Forex - Help I cant Trade,https://www.udemy.com/forex-help-i-cant-trade/,True,200,12,0,20,All Levels,2 hours,2016-10-18T18:51:48Z,Business Finance,2400,2016-10-18,18:51:48Z,2016,10,18,Forex  Help cant Trade
877968,Start-up financial modeling for non-finance professionals,https://www.udemy.com/start-up-financial-modeling-for-non-finance-professionals/,True,20,11,0,19,All Levels,4 hours,2016-06-20T21:49:39Z,Business Finance,220,2016-06-20,21:49:39Z,2016,6,20,Startup financial modeling nonfinance professionals
1230950,The Fast Route to a Faster Financial Close,https://www.udemy.com/faster-financial-close/,True,50,2,0,8,Intermediate Level,1.5 hours,2017-06-23T22:05:17Z,Business Finance,100,2017-06-23,22:05:17Z,2017,6,23,Fast Route Faster Financial Close
953432,Easy Finance For Startups,https://www.udemy.com/easy-finance-for-startups/,True,50,9,4,6,Beginner Level,40 mins,2016-10-16T21:15:15Z,Business Finance,450,2016-10-16,21:15:15Z,2016,10,16,Easy Finance Startups
872204,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",https://www.udemy.com/excel-4-accounting-bookkeeping-master-date-time-text/,True,35,15,1,12,All Levels,1 hour,2016-06-27T21:19:23Z,Business Finance,525,2016-06-27,21:19:23Z,2016,6,27,Excel 4 Accounting  Bookkeeping  Master DateTime  Text
1027678,"Depreciation, Amortization and Depletion",https://www.udemy.com/depreciation-amor/,True,25,7,1,13,Intermediate Level,1 hour,2017-03-06T23:59:02Z,Business Finance,175,2017-03-06,23:59:02Z,2017,3,6,Depreciation Amortization Depletion
304420,Breakeven Analysis and Pricing,https://www.udemy.com/breakeven-analysis-and-pricing/,True,20,27,2,10,All Levels,1 hour,2014-09-22T04:32:37Z,Business Finance,540,2014-09-22,04:32:37Z,2014,9,22,Breakeven Analysis Pricing
1078254,Tally ERP Complete Training in Urdu / Hindi,https://www.udemy.com/tally-erp-complete-training-in-urdu/,True,30,5,2,51,All Levels,5 hours,2017-02-02T17:03:27Z,Business Finance,150,2017-02-02,17:03:27Z,2017,2,2,Tally ERP Complete Training Urdu  Hindi
1193288,Accounting Simplified,https://www.udemy.com/accounting-simplified/,True,30,3,0,41,All Levels,8.5 hours,2017-05-03T16:14:01Z,Business Finance,90,2017-05-03,16:14:01Z,2017,5,3,Accounting Simplified
1106148,Series 7: Intermediate Options,https://www.udemy.com/series-7-intermediate-options/,True,55,5,0,11,Intermediate Level,1 hour,2017-04-17T22:33:36Z,Business Finance,275,2017-04-17,22:33:36Z,2017,4,17,Series 7 Intermediate Options
1029322,Accounting and Business Basics,https://www.udemy.com/accounting-and-business-basics/,True,200,5,0,10,All Levels,2 hours,2017-01-19T16:37:27Z,Business Finance,1000,2017-01-19,16:37:27Z,2017,1,19,Accounting Business Basics
676650,Corso introduttivo al trading profittevole,https://www.udemy.com/corso-introduttivo-al-trading-profittevole/,True,20,132,9,9,Beginner Level,1 hour,2015-11-23T18:56:57Z,Business Finance,2640,2015-11-23,18:56:57Z,2015,11,23,Corso introduttivo al trading profittevole
129274,Aprende a Ganar Dinero en la Bolsa,https://www.udemy.com/aprende-a-ganar-dinero-en-la-bolsa/,True,30,112,16,42,All Levels,4 hours,2013-12-11T15:06:56Z,Business Finance,3360,2013-12-11,15:06:56Z,2013,12,11,Aprende Ganar Dinero en la Bolsa
634932,Inversión: Fundamentos del Trading para Principiantes,https://www.udemy.com/dinero-aprende-trading-y-se-exitoso/,True,125,285,6,18,Beginner Level,1.5 hours,2015-10-26T17:50:47Z,Business Finance,35625,2015-10-26,17:50:47Z,2015,10,26,Inversin Fundamentos del Trading para Principiantes
116924,Gana en la Bolsa con Análisis Técnico,https://www.udemy.com/curso-basico-de-interpretacion-de-la-bolsa-mediante-graficos/,True,25,91,11,35,Beginner Level,8.5 hours,2014-01-29T09:35:29Z,Business Finance,2275,2014-01-29,09:35:29Z,2014,1,29,Gana en la Bolsa con Anlisis Tcnico
1174086,Precificação - Calculando valor de venda baseado nos custos,https://www.udemy.com/formacao-de-precos-em-projetos/,True,35,32,3,46,All Levels,3 hours,2017-04-19T06:53:19Z,Business Finance,1120,2017-04-19,06:53:19Z,2017,4,19,Precificao  Calculando valor de venda baseado nos custos
369726,Cómo ganar dinero invirtiendo en bolsa,https://www.udemy.com/como-ganar-dinero-invirtiendo-en-bolsa/,False,0,2740,306,10,Beginner Level,2 hours,2016-04-02T01:46:55Z,Business Finance,0,2016-04-02,01:46:55Z,2016,4,2,Cmo ganar dinero invirtiendo en bolsa
427040,Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,https://www.udemy.com/investiere-online-und-erhalte-zinsen-von-25-in-dollar/,True,20,59,11,7,All Levels,1.5 hours,2015-02-25T15:13:13Z,Business Finance,1180,2015-02-25,15:13:13Z,2015,2,25,Investiere Tax LiensHohe Zinsen gesetzl festgeschrieben
1132162,Investimento em Ações,https://www.udemy.com/investimento-em-acoes/,True,20,16,4,27,Beginner Level,4.5 hours,2017-03-27T16:45:29Z,Business Finance,320,2017-03-27,16:45:29Z,2017,3,27,Investimento em Aes
1206414,Excelを使ってビジネスシミュレーション：基礎編,https://www.udemy.com/excel-zw/,True,85,22,5,47,Beginner Level,5 hours,2017-05-18T22:31:23Z,Business Finance,1870,2017-05-18,22:31:23Z,2017,5,18,Excel
997128,Estrategias de trading en bolsa,https://www.udemy.com/diferentes-opciones-de-trading-en-bolsa/,True,25,15,2,14,All Levels,2 hours,2016-12-10T01:25:07Z,Business Finance,375,2016-12-10,01:25:07Z,2016,12,10,Estrategias de trading en bolsa
826168,Grundlagen der finanziellen Unabhängigkeit,https://www.udemy.com/grundlagen-der-finanziellen-unabhangigkeit/,False,0,1059,96,9,All Levels,1.5 hours,2016-04-21T19:07:16Z,Business Finance,0,2016-04-21,19:07:16Z,2016,4,21,Grundlagen der finanziellen Unabhngigkeit
